,Aspect ratio,Countour area,R average,G average,B average,R 0.25 % quantile,G 0.25 % quantile,B 0.25 % quantile,R 97.5 % quantile,G 97.5 % quantile,B 97.5 % quantile,Class
939,1.3364485981308412,7847.5,228.7311463647959,230.2283163265306,228.00912786989795,60.0,56.0,58.0,251.0,251.0,255.0,3.0
940,0.8314606741573034,2327.5,241.86134805484693,241.0000597895408,241.54195232780611,84.0,73.0,78.375,251.0,251.0,250.0,0.0
941,0.6114285714285714,4556.5,194.31710379464286,191.93542729591837,193.7109972895408,69.0,38.0,55.0,205.0,205.0,206.0,4.0
942,0.6770833333333334,2931.5,242.22791772959184,241.35965401785714,241.87023676658163,80.0,70.0,75.0,252.0,252.0,252.0,0.0
943,0.963963963963964,5253.5,196.2562181122449,193.4582669005102,195.32328204719389,85.0,46.0,70.0,207.0,207.0,207.0,4.0
944,1.128787878787879,8260.0,225.15001195790816,223.6063456632653,224.66458067602042,51.0,56.0,55.0,246.0,246.0,246.0,1.0
945,1.0384615384615385,3035.5,241.4334343112245,241.04143415178572,242.28944116709184,87.0,101.0,91.0,250.0,250.0,250.0,1.0
946,0.990990990990991,5426.0,222.9401705994898,221.93881536989795,222.91800860969389,55.0,56.0,60.0,238.0,238.0,239.0,2.0
947,0.9897959183673469,3403.5,234.84594228316325,233.40114795918367,235.12553810586735,71.0,64.0,74.0,247.0,247.0,246.0,0.0
948,1.0887096774193548,7711.5,211.59243463010205,209.77883848852042,211.04689492984693,52.0,44.0,50.0,230.0,230.0,231.0,3.0
949,0.9864864864864865,3340.5,243.68568638392858,244.9099569515306,243.70063376913265,80.0,77.0,80.0,253.0,253.0,255.0,0.0
950,1.3108108108108107,2994.5,228.72287547831633,228.42107780612244,228.79936623086735,78.0,73.0,81.0,241.0,241.0,241.0,0.0
951,0.6666666666666666,2447.0,243.24551578443877,245.28469786352042,243.19878029336735,89.0,79.0,82.0,252.0,252.0,255.0,0.0
952,0.8387096774193549,5627.5,227.56515066964286,225.43807796556123,227.88161670918367,50.0,52.0,60.0,244.0,244.0,245.0,2.0
953,1.1555555555555554,3416.5,237.0147480867347,236.73383689413265,236.7467115752551,67.0,66.0,63.0,249.0,249.0,249.0,1.0
954,0.6554621848739496,3391.0,219.54799107142858,219.2351522640306,219.47935267857142,63.0,58.0,61.0,231.0,231.0,231.0,2.0
955,1.2702702702702702,3814.0,241.81648596938774,243.98397640306123,242.81979432397958,73.0,72.0,72.0,253.0,253.0,255.0,0.0
956,1.2244897959183674,6632.5,219.2682955994898,217.68612484056123,218.76879384566325,59.0,51.0,56.0,236.0,236.0,236.0,3.0
957,1.1428571428571428,5711.0,212.2254264987245,210.5879504145408,211.5858378507653,51.0,45.0,48.0,232.0,232.0,232.0,3.0
958,0.7,5850.5,212.80219626913265,211.40493463010205,212.32906170280611,61.0,48.0,56.0,227.0,227.0,227.0,3.0
959,3.343283582089552,4901.5,177.82912149234693,177.0232780612245,177.6570272640306,50.0,30.0,41.0,190.0,190.0,191.0,4.0
960,1.0561797752808988,3212.0,248.06238042091837,247.81104512117346,247.92580117984693,113.0,111.0,109.0,255.0,255.0,255.0,0.0
961,1.0176991150442478,5382.5,219.35620615433675,215.03776705994898,217.96310985331633,95.0,55.0,81.0,231.0,231.0,231.0,4.0
962,0.9361702127659575,7697.5,209.1784119897959,206.40427694515307,208.9963528380102,41.0,41.0,54.0,227.0,227.0,228.0,2.0
963,1.011111111111111,3005.5,240.0999681122449,239.56742267219389,239.86603156887756,70.0,64.0,66.0,250.0,250.0,250.0,0.0
964,1.2959183673469388,5677.5,229.2346739477041,228.54396524234693,228.9940409757653,45.0,48.0,47.0,247.0,247.0,247.0,0.0
965,0.8484848484848485,7909.5,228.06010841836735,226.70994100765307,228.62569754464286,50.0,49.0,59.0,248.0,248.0,248.0,1.0
966,0.9517241379310345,7872.0,223.38972815688774,219.02551020408163,223.43809789540816,52.0,51.0,68.0,242.0,242.0,243.0,2.0
967,0.7808219178082192,2468.0,241.94158561862244,241.41996173469389,241.68753985969389,88.0,77.0,80.0,250.0,250.0,250.0,0.0
968,1.488,11374.5,192.43279655612244,190.03360172193877,191.99266581632654,33.0,30.0,34.0,221.0,221.0,221.0,3.0
969,0.9306930693069307,4107.5,218.9471659757653,218.10008769132654,218.9678332270408,46.0,46.0,52.0,233.0,233.0,234.0,2.0
970,1.3846153846153846,2932.0,231.1019212372449,230.26128029336735,231.3562460140306,80.0,79.0,86.0,241.0,241.0,241.0,0.0
971,0.5781990521327014,5847.5,222.0765306122449,217.93694196428572,220.71354830994898,87.0,48.0,64.0,234.0,234.0,235.0,4.0
972,0.9696969696969697,6739.5,203.67143654336735,200.39323580994898,202.6609335140306,70.0,38.0,53.0,217.0,217.0,217.0,4.0
973,1.1240875912408759,9008.0,227.8418566645408,225.30717873086735,227.30229591836735,58.0,52.0,56.0,250.0,250.0,253.0,3.0
974,1.0,3395.0,233.80695950255102,233.42032047193877,233.6583027742347,59.0,53.0,54.0,245.0,245.0,245.0,0.0
975,1.4875,5044.5,225.42049984056123,223.1588807397959,225.78724888392858,59.0,58.0,69.0,241.0,241.0,243.0,2.0
976,1.0,5927.0,219.61350047831633,217.5774075255102,218.83346619897958,60.0,52.0,56.0,239.0,239.0,239.0,3.0
977,0.751219512195122,6087.5,181.0182557397959,180.98086734693877,180.92926897321428,105.0,86.0,103.0,190.0,190.0,193.0,4.0
978,0.5759493670886076,5473.0,197.96237244897958,195.49075255102042,197.15060985331633,71.0,39.0,55.0,209.0,209.0,209.0,4.0
979,1.2837837837837838,3336.5,225.14269770408163,223.9855508609694,225.4138034119898,65.0,56.0,66.0,239.0,239.0,237.0,0.0
980,1.048780487804878,7282.0,215.42898995535714,213.44441565688774,214.72058354591837,52.0,45.0,49.0,236.0,236.0,236.0,3.0
981,1.4017857142857142,7363.5,221.10222018494898,217.8886120854592,221.0888671875,52.0,52.0,66.0,238.0,238.0,241.0,2.0
982,0.8136645962732919,9441.5,217.94040975765307,216.50835060586735,218.0653698979592,38.0,37.0,42.0,244.0,244.0,248.0,2.0
983,0.8514851485148515,2520.0,245.36467633928572,245.31690449617346,245.47375239158163,89.375,93.0,92.0,254.0,254.0,254.0,0.0
984,1.0609756097560976,3521.0,244.4450135522959,244.24762834821428,244.62942442602042,80.0,78.375,80.0,254.0,254.0,255.0,0.0
985,1.4305555555555556,3755.0,234.97781808035714,234.6668327487245,234.6640625,59.0,61.0,56.0,248.0,248.0,248.0,1.0
986,1.048780487804878,4006.5,241.58986367984693,241.77961575255102,241.6653977997449,64.0,66.0,66.0,252.0,252.0,254.0,0.0
987,1.6829268292682926,6422.0,207.7271803252551,205.955078125,207.39010682397958,49.0,41.0,47.0,226.0,226.0,226.0,3.0
988,0.9457364341085271,5738.5,209.98256138392858,206.88420758928572,208.98682637117346,83.0,46.0,64.0,221.0,221.0,222.0,4.0
989,0.7543859649122807,8857.5,224.1022799744898,220.92000159438774,223.32967952806123,63.0,55.0,60.0,246.0,246.0,246.0,3.0
990,0.8181818181818182,3408.5,243.58888711734693,243.48973612882654,243.63145727040816,75.0,75.0,76.0,253.0,253.0,255.0,0.0
991,0.5178571428571429,5472.0,177.2981505102041,176.45141103316325,177.17625956632654,43.0,26.0,33.0,189.0,189.0,190.0,4.0
992,1.1550387596899225,8759.5,221.57097018494898,221.87290736607142,222.12840800382654,34.0,47.0,43.0,247.0,247.0,247.0,1.0
993,1.0459770114942528,3067.0,241.39399314413265,240.96251195790816,242.23850047831633,88.0,103.0,92.0,250.0,250.0,250.0,1.0
994,1.4761904761904763,2957.0,226.50819116709184,225.3877949617347,226.7394571109694,64.0,57.0,66.0,240.0,240.0,238.0,0.0
995,1.1111111111111112,3134.5,196.3009805484694,194.68879544005102,195.7005540497449,100.0,57.0,85.0,204.0,204.0,204.0,4.0
996,1.4166666666666667,3363.0,231.70037468112244,231.9857102997449,231.58767139668367,62.0,74.0,61.0,246.0,246.0,245.0,1.0
997,0.8956521739130435,6429.0,218.77612802933675,216.64646444515307,217.9578483737245,59.0,51.0,55.0,238.0,238.0,239.0,3.0
998,0.7804878048780488,2189.5,242.13197544642858,241.5119180484694,241.89064492984693,115.0,98.375,107.0,249.0,249.0,249.0,0.0
999,1.4778761061946903,8283.5,222.8972616390306,220.70840640943877,222.18540736607142,58.0,51.0,56.0,244.0,244.0,245.0,3.0
1000,0.8660714285714286,2871.0,237.87095424107142,236.6965481505102,237.8395448022959,80.0,72.0,80.0,247.0,247.0,247.0,0.0
1001,1.5344827586206897,2697.0,237.44188456632654,238.10871731505102,237.64337531887756,74.0,89.0,75.375,247.0,247.0,249.0,1.0
1002,1.0285714285714285,3951.0,189.0094068877551,186.7146444515306,188.16019610969389,83.0,43.0,69.0,198.0,198.0,199.0,4.0
1003,1.2577319587628866,5382.5,231.96141581632654,231.85949457908163,231.6901307397959,47.0,54.0,47.0,248.0,248.0,248.0,1.0
1004,1.4545454545454546,8303.5,218.7400749362245,218.05588329081633,218.3641980229592,37.0,41.0,39.0,243.0,243.0,244.0,1.0
1005,0.9324324324324325,7129.0,221.96755420918367,221.92183514030611,222.52232142857142,45.0,52.0,54.0,242.0,242.0,242.0,1.0
1006,1.5853658536585367,4865.5,227.12934470663265,226.91256776147958,226.8097297512755,39.0,43.0,37.0,244.0,244.0,244.0,1.0
1007,0.6644295302013423,4114.0,211.46789301658163,208.71681680484693,210.35164221938774,93.0,46.0,76.0,221.0,221.0,221.0,4.0
1008,0.5394736842105263,5354.5,219.9254823022959,218.12503985969389,219.61023198341837,64.0,53.0,62.0,236.0,236.0,236.0,3.0
1009,0.9090909090909091,3160.5,229.76841517857142,228.67950813137756,230.03264508928572,69.0,60.0,68.0,242.0,242.0,241.0,0.0
1010,1.46,7625.5,219.84333147321428,217.95454001913265,219.3017578125,56.0,48.0,54.0,240.0,240.0,240.0,3.0
1011,0.9885057471264368,2822.0,244.72299505739795,244.84624123086735,244.86423788265307,80.0,87.0,87.0,253.0,253.0,255.0,0.0
1012,1.1203703703703705,6419.5,231.07948022959184,230.40268255739795,230.83942522321428,47.0,50.0,49.0,249.0,249.0,249.0,0.0
1013,0.6476190476190476,2187.0,233.4166334502551,232.98610889668367,233.26648198341837,86.0,75.0,81.0,244.0,244.0,244.0,0.0
1014,0.8666666666666667,2607.0,209.8210897640306,207.9652024872449,209.04201211734693,103.0,56.0,87.0,219.0,219.0,219.0,4.0
1015,1.043103448275862,5406.0,220.94142617984693,219.5905213647959,220.78045280612244,50.0,48.0,54.0,237.0,237.0,237.0,2.0
1016,0.8181818181818182,3366.0,221.9717793367347,220.3890306122449,221.37458147321428,90.0,60.0,78.0,232.0,232.0,232.0,4.0
1017,0.8666666666666667,3130.0,229.7623963647959,228.7994459502551,230.05640146683675,69.0,61.0,69.0,242.0,242.0,241.0,0.0
1018,1.2868852459016393,7183.5,217.01678093112244,214.93243781887756,216.27391581632654,53.0,44.0,50.0,236.0,236.0,236.0,3.0
1019,0.5590062111801242,5797.5,212.90389827806123,209.65571189413265,211.88068000637756,86.0,48.0,66.0,224.0,224.0,224.0,4.0
1020,1.3098591549295775,2741.0,242.1038743622449,242.70974170918367,242.10010762117346,77.0,98.0,78.0,253.0,253.0,252.0,1.0
1021,0.7074468085106383,7644.0,208.7770846619898,206.72534677933675,208.36742665816325,64.0,51.0,61.0,225.0,225.0,225.0,3.0
1022,0.8589743589743589,7498.5,213.03575414540816,213.00031887755102,213.5777662627551,36.0,44.0,46.0,234.0,234.0,234.0,1.0
1023,0.979381443298969,4936.5,236.61676897321428,237.39821827168367,236.93614477040816,57.0,64.0,56.0,251.0,251.0,253.0,1.0
1024,1.0454545454545454,11209.0,200.58364556760205,197.9430006377551,200.1755819515306,35.0,31.0,35.0,229.0,229.0,230.0,3.0
1025,0.7297297297297297,4212.5,190.9676737882653,189.0606465242347,190.17623963647958,83.0,46.0,68.0,200.0,200.0,200.0,4.0
1026,0.6023391812865497,6279.0,223.26548549107142,221.06961495535714,222.44066884566325,65.0,55.0,60.0,242.0,242.0,242.0,3.0
1027,0.975609756097561,2446.5,242.50737404336735,245.4717793367347,241.99453922193877,86.0,87.0,90.0,251.0,251.0,255.0,0.0
1028,0.9846153846153847,6782.5,214.5022520727041,212.2779615752551,214.2312858737245,62.0,50.0,59.0,231.0,231.0,231.0,3.0
1029,0.9612403100775194,7632.0,226.9493781887755,226.24816645408163,228.06082589285714,43.0,48.0,52.0,248.0,248.0,248.0,1.0
1030,1.1239669421487604,6420.5,214.03854432397958,211.93403220663265,213.8049864477041,58.0,48.0,56.0,231.0,231.0,231.0,3.0
1031,1.1311475409836065,8563.0,224.89903539540816,223.4811463647959,224.8828125,44.0,43.0,49.0,247.0,247.0,251.0,2.0
1032,0.9081632653061225,3752.5,246.04617745535714,245.82075095663265,245.97317442602042,96.0,97.0,95.0,254.0,254.0,254.0,0.0
1033,1.0148148148148148,9155.0,219.91866629464286,217.1444316007653,219.40298150510205,63.0,55.0,61.0,243.0,243.0,243.0,3.0
1034,1.069767441860465,2700.0,242.13647959183675,241.5827487244898,242.9601602359694,95.0,111.0,97.0,250.0,250.0,251.0,1.0
1035,1.3545454545454545,6852.5,212.96440529336735,209.31831951530611,212.86180644132654,46.0,45.0,59.0,231.0,231.0,233.0,2.0
1036,0.9489795918367347,3735.0,242.15086894132654,244.2420280612245,243.11053093112244,79.0,76.0,77.0,253.0,253.0,255.0,0.0
1037,1.2467532467532467,3526.0,240.1315369897959,244.0396803252551,242.67771444515307,71.0,69.0,70.0,252.0,252.0,255.0,0.0
1038,1.1159420289855073,9097.0,218.73806202168367,216.5074537627551,218.11423788265307,55.0,48.0,52.0,239.0,239.0,240.0,3.0
1039,0.7037037037037037,2206.0,225.7608019770408,225.30486686862244,225.58508051658163,89.0,78.0,83.0,234.0,234.0,234.0,0.0
1040,0.8548387096774194,5888.0,222.64522879464286,220.5233378507653,221.85040656887756,62.0,53.0,58.0,242.0,242.0,242.0,3.0
1041,0.845360824742268,2985.5,242.35313695790816,241.3429328762755,242.77463329081633,85.0,76.0,84.0,251.0,251.0,251.0,0.0
1042,0.9942196531791907,10004.5,221.42530293367346,220.40886080994898,220.71440529336735,48.0,50.0,48.0,247.0,247.0,248.0,1.0
1043,1.0680272108843538,7862.0,225.17916932397958,223.9742506377551,225.62775031887756,48.0,47.0,52.375,246.0,246.0,247.0,1.0
1044,0.624390243902439,7180.0,210.05676020408163,208.4503547512755,208.7902383609694,78.0,46.0,61.0,224.0,224.0,228.0,4.0
1045,1.1079136690647482,8463.5,225.69907924107142,224.82908163265307,226.78555484693877,43.0,47.0,52.0,248.0,248.0,248.0,1.0
1046,1.4912280701754386,8863.0,221.99513711734693,219.6436144770408,221.25641741071428,57.0,51.0,55.0,244.0,244.0,244.0,3.0
1047,1.0740740740740742,3196.0,225.11150749362244,224.52487244897958,225.15186543367346,55.0,54.0,60.0,238.0,238.0,238.0,0.0
1048,0.82,8468.0,191.17394770408163,189.5635363520408,190.6540975765306,61.0,35.0,47.0,206.0,206.0,209.0,4.0
1049,0.9560439560439561,3218.5,237.3434510522959,237.8918606505102,237.51628268494898,74.0,88.0,76.0,247.0,247.0,249.0,1.0
1050,1.178294573643411,8252.5,226.27853954081633,225.36565290178572,227.3543925382653,45.0,49.0,54.0,248.0,248.0,249.0,1.0
1051,0.5367647058823529,4097.5,210.06556919642858,207.43540736607142,209.0090880102041,74.0,40.0,55.0,223.0,223.0,223.0,4.0
1052,0.5446428571428571,5859.5,221.44098772321428,217.2041015625,220.0879504145408,87.0,48.0,65.0,234.0,234.0,234.0,4.0
1053,0.9879518072289156,3464.0,184.04663584183675,183.39841757015307,184.1204759247449,55.0,34.0,46.0,196.0,196.0,198.0,4.0
1054,1.2982456140350878,7294.5,227.58117426658163,226.88452646683675,228.55329241071428,56.0,62.0,67.0,248.0,248.0,248.0,1.0
1055,1.0566037735849056,6687.0,221.26195790816325,219.3690808354592,220.66029575892858,61.0,51.0,58.0,239.0,239.0,239.0,3.0
1056,0.7307692307692307,3619.5,221.18341438137756,220.77042809311226,221.0455397002551,49.0,45.0,45.0,233.0,233.0,233.0,0.0
1057,1.4285714285714286,6250.5,218.02459343112244,216.28081154336735,217.50735411352042,57.0,48.0,55.0,235.0,235.0,235.0,3.0
1058,0.7222222222222222,2298.5,244.8790656887755,244.81684470663265,245.02556999362244,101.0,101.0,103.0,252.0,252.0,252.0,0.0
1059,1.4811320754716981,7082.0,221.2069714604592,221.28862404336735,221.32665019132654,33.0,42.0,38.0,245.0,245.0,245.0,1.0
1060,0.8722222222222222,8000.5,178.57192681760205,178.12121332908163,178.41647401147958,95.0,67.0,88.0,188.0,188.0,191.0,4.0
1061,1.1320754716981132,6542.5,226.71488360969389,222.8299784757653,225.91085379464286,60.0,54.0,67.0,246.0,246.0,247.0,2.0
1062,1.2672413793103448,8126.5,225.3870774872449,224.00538105867346,225.64138233418367,44.0,44.0,49.0,248.0,248.0,251.0,2.0
1063,0.5665024630541872,6310.0,207.18373325892858,203.9532844387755,206.11314174107142,67.0,36.0,50.0,221.0,221.0,221.0,4.0
1064,1.0990990990990992,7097.0,222.89624521683675,219.2343152104592,223.1649394132653,45.0,47.0,67.0,241.0,241.0,242.0,2.0
1065,1.0609756097560976,3219.0,237.306640625,235.75890864158163,237.4640266262755,76.0,69.0,80.0,248.0,248.0,248.0,0.0
1066,0.9135802469135802,2894.0,211.59528459821428,210.87107382015307,211.66360411352042,56.0,53.0,58.0,222.0,222.0,221.0,0.0
1067,0.4968944099378882,4335.0,216.0801777742347,213.04264987244898,215.07918128188774,92.0,53.0,72.0,226.0,226.0,226.0,4.0
1068,1.606060606060606,3484.0,198.7051379145408,196.55135921556123,197.86565290178572,84.0,44.0,67.0,208.0,208.0,208.0,4.0
1069,0.8617021276595744,3280.5,246.5495455994898,246.5075534119898,246.62517936862244,99.0,103.0,100.0,255.0,255.0,255.0,0.0
1070,0.6716417910447762,3698.5,207.90174585459184,206.00484295280611,206.9920280612245,87.0,49.0,71.0,217.0,217.0,217.0,4.0
1071,1.0493827160493827,9562.0,224.35082509566325,224.60933514030611,224.13705755739795,47.0,56.0,51.0,250.0,250.0,251.0,1.0
1072,0.8291139240506329,5467.0,191.07702885841837,189.5818718112245,190.4734733737245,95.0,58.0,84.0,199.0,199.0,199.0,4.0
1073,1.2054794520547945,2535.5,230.9440369897959,230.11648995535714,231.20665258290816,79.0,78.0,85.0,241.0,241.0,241.0,0.0
1074,1.0857142857142856,2844.0,241.7877869897959,242.04083625637756,241.83292809311226,63.0,64.0,64.0,252.0,252.0,255.0,0.0
1075,1.0493827160493827,3042.5,240.44162547831633,239.07485650510205,240.61955915178572,76.375,68.0,80.0,251.0,251.0,251.0,0.0
1076,0.816793893129771,6465.5,212.30538504464286,210.87621572066325,211.90824298469389,56.0,46.0,53.0,227.0,227.0,228.0,3.0
1077,1.3113207547169812,7496.0,218.03928172831633,216.19852120535714,217.4843152104592,57.0,49.0,55.0,237.0,237.0,237.0,3.0
1078,1.4636363636363636,6989.5,207.8128587372449,205.59887197066325,207.61274314413265,41.0,41.0,55.0,227.0,227.0,229.0,2.0
1079,1.4166666666666667,2762.5,231.59839365433675,230.77584901147958,231.84701849489795,84.0,80.0,87.0,241.0,241.0,241.0,0.0
1080,1.0,2703.0,238.19359853316325,238.0631178252551,238.22022480867346,81.0,80.0,79.0,247.0,247.0,247.0,0.0
1081,0.9186991869918699,4529.0,225.22704081632654,224.51420998086735,225.2265625,52.0,54.0,58.0,240.0,240.0,240.0,2.0
1082,0.5105263157894737,6105.5,221.9515306122449,219.9192442602041,222.26303411989795,41.0,43.0,50.0,241.0,241.0,241.0,2.0
1083,1.2890625,10239.5,222.47726004464286,220.66218909438774,221.76217713647958,49.0,50.0,50.0,246.0,246.0,247.0,1.0
1084,0.44808743169398907,8402.5,214.76213727678572,212.52238121811226,214.46595982142858,55.0,48.0,54.0,234.0,234.0,234.0,3.0
1085,0.7421875,5378.0,198.17358896683675,195.4636678890306,197.2180325255102,90.0,48.0,74.0,207.0,207.0,207.0,4.0
1086,0.6198347107438017,3772.0,242.30727838010205,245.19933832908163,243.59420838647958,87.0,95.0,86.0,254.0,254.0,255.0,1.0
1087,0.8584905660377359,3185.0,236.5138313137755,235.3816764987245,236.55096061862244,71.375,63.375,73.0,246.0,246.0,246.0,0.0
1088,0.671875,4789.5,198.15194515306123,195.8211296237245,197.29767219387756,92.0,50.0,77.0,208.0,208.0,208.0,4.0
1089,0.7452830188679245,4851.5,196.29171316964286,195.95571588010205,196.22171954719389,117.0,85.0,110.0,206.0,206.0,209.0,4.0
1090,0.6125,2012.5,242.3626036352041,241.80612244897958,242.1423190369898,113.0,97.0,105.0,249.0,249.0,249.0,0.0
1091,0.9375,6654.5,221.78852439413265,222.34558354591837,222.0869140625,29.0,40.0,35.0,243.0,243.0,244.0,1.0
1092,1.1496062992125984,9090.5,221.02475286989795,218.10620615433675,220.56232063137756,63.0,55.0,61.0,243.0,243.0,243.0,3.0
1093,0.9714285714285714,4169.5,238.62637515943877,237.92596061862244,238.47102200255102,56.0,51.0,55.0,252.0,252.0,252.0,0.0
1094,0.784,4547.0,224.90909996811226,223.18835698341837,224.53850446428572,62.0,53.0,63.0,238.0,238.0,238.0,2.0
1095,0.8307692307692308,8468.5,223.69766422193877,220.5295559630102,223.06004862882654,56.0,45.375,53.0,246.0,246.0,246.0,3.0
1096,1.0153846153846153,1668.0,243.01379145408163,242.5870137117347,242.82527503188774,94.0,85.0,89.0,251.0,251.0,251.0,0.0
1097,1.4695652173913043,7334.5,222.7870097257653,220.49170918367346,222.00404575892858,61.0,52.0,57.0,242.0,242.0,242.0,3.0
1098,1.5888888888888888,6289.0,218.92360889668367,216.52885841836735,218.7491230867347,53.0,51.0,58.0,238.0,238.0,238.0,2.0
1099,1.4180327868852458,8613.5,222.13673867984693,221.31706393494898,221.9793327487245,52.0,52.0,53.0,246.0,246.0,246.0,1.0
1100,1.0454545454545454,4304.5,193.78956074617346,191.34723772321428,192.88339046556123,84.0,47.0,69.0,203.0,203.0,203.0,4.0
1101,1.337837837837838,3813.0,241.7579121492347,243.58354591836735,242.8253946109694,72.0,70.0,71.0,253.0,253.0,255.0,0.0
1102,0.41964285714285715,6200.5,212.49762834821428,210.931640625,211.48413584183675,82.0,50.0,65.0,225.0,225.0,229.0,4.0
1103,0.8223350253807107,11916.0,190.75643734056123,188.32523517219389,190.18700175382654,36.0,31.0,35.0,217.0,217.0,217.0,3.0
1104,0.7610062893081762,7045.5,221.19060905612244,219.31365593112244,220.66996173469389,59.0,51.0,57.375,240.0,240.0,240.0,3.0
1105,0.8590604026845637,7322.0,214.6965481505102,214.67462531887756,215.2919921875,37.0,45.0,47.0,235.0,235.0,235.0,1.0
1106,0.9864864864864865,3178.0,239.92619977678572,238.61264349489795,240.1715760522959,75.0,69.0,82.0,250.0,250.0,251.0,0.0
1107,0.8278688524590164,6205.0,217.84819435586735,215.5842833227041,217.2687539859694,73.0,58.0,69.0,233.0,233.0,233.0,3.0
1108,1.3,5833.5,216.8731066645408,214.99758848852042,216.7657246492347,50.0,49.0,55.0,234.0,234.0,235.0,2.0
1109,0.5151515151515151,3141.0,184.91537786989795,183.32531489158163,184.53103077168367,64.0,37.0,49.0,195.0,195.0,195.0,4.0
1110,0.7339449541284404,3230.0,238.26251594387756,238.28170838647958,238.6465441645408,83.0,92.0,82.0,248.0,248.0,249.0,1.0
1111,0.70625,6141.5,213.8521803252551,210.67420679209184,212.8391661352041,88.0,50.0,68.0,225.0,225.0,226.0,4.0
1112,0.7525773195876289,2741.5,243.23800223214286,242.23579001913265,243.6355428890306,94.0,83.0,91.0,251.0,251.0,251.0,0.0
1113,0.9224137931034483,5257.5,198.73628826530611,195.7165377869898,197.64754065688774,87.0,46.0,71.0,209.0,209.0,209.0,4.0
1114,0.891566265060241,8783.0,225.76303411989795,224.26823580994898,225.28981983418367,51.0,56.0,54.0,246.0,246.0,247.0,1.0
1115,0.5918367346938775,4918.0,212.55620216836735,209.6122448979592,211.49842554209184,84.0,47.0,65.0,224.0,224.0,224.0,4.0
1116,0.8383233532934131,7813.0,176.2678770727041,175.35257892219389,176.01319355867346,65.0,40.0,58.0,188.0,188.0,190.0,4.0
1117,1.2685185185185186,6579.0,214.99129065688774,213.0348971619898,214.7789979272959,58.0,49.0,57.0,232.0,232.0,232.0,3.0
1118,0.9886363636363636,3089.5,247.04691485969389,246.87806919642858,247.01086176658163,104.0,107.0,104.0,255.0,255.0,255.0,0.0
1119,0.8603351955307262,10123.5,212.96480389030611,212.46265146683675,213.19479432397958,28.0,36.0,34.0,241.0,241.0,241.0,1.0
1120,0.8545454545454545,6274.5,220.8918008609694,218.7769850127551,220.64748086734693,63.0,56.0,66.0,236.0,236.0,237.0,2.0
1121,0.989010989010989,3652.0,240.9167928890306,240.11758609693877,240.64341517857142,70.0,63.0,66.0,252.0,252.0,252.0,0.0
1122,0.8728813559322034,3801.0,189.45304528061226,187.90690768494898,188.85347576530611,78.0,44.0,66.0,199.0,199.0,199.0,4.0
1123,0.9363636363636364,6764.5,219.2491230867347,217.1511678890306,218.51185825892858,56.0,50.0,54.0,241.0,241.0,241.0,3.0
1124,0.8181818181818182,2359.0,240.77931680484693,240.08972417091837,241.5215840242347,98.0,112.0,99.0,249.0,249.0,249.0,1.0
1125,1.007462686567164,9281.0,221.8068997130102,222.5661073022959,222.53358179209184,33.0,43.0,39.0,249.0,249.0,249.0,1.0
1126,0.5714285714285714,5806.0,225.86371970663265,224.79348692602042,225.3434909119898,66.0,61.0,64.0,240.0,240.0,241.0,1.0
1127,1.3048780487804879,4037.5,237.5409159757653,236.79864875637756,237.3917610012755,53.0,47.0,52.0,251.0,251.0,251.0,0.0
1128,1.054263565891473,6503.5,223.95994100765307,222.54181281887756,223.90043048469389,52.0,51.0,55.0,241.0,241.0,241.0,2.0
1129,1.1833333333333333,9658.0,222.17319036989795,222.8985371492347,222.79868861607142,33.0,43.0,39.0,249.0,249.0,249.0,1.0
1130,0.7058823529411765,4516.0,186.29647640306123,183.83735251913265,185.63119818239795,62.0,33.0,48.0,198.0,198.0,198.0,4.0
1131,0.9036144578313253,3085.0,238.6876992984694,236.93550701530611,238.89734135841837,80.0,74.0,87.0,250.0,250.0,250.0,0.0
1132,0.9183673469387755,2998.0,242.96388711734693,242.29767219387756,243.68801817602042,101.0,116.0,103.375,251.0,251.0,251.0,1.0
1133,0.7350427350427351,2696.5,210.60411352040816,209.35116390306123,209.99633290816325,100.0,61.0,85.0,218.0,218.0,218.0,4.0
1134,0.8231292517006803,8024.5,221.1965481505102,218.31951530612244,220.70392219387756,65.0,56.0,63.0,242.0,242.0,243.0,3.0
1135,0.8387096774193549,3257.5,243.30909199617346,242.94240274234693,243.73148517219389,95.0,85.0,93.0,251.0,251.0,252.0,0.0
1136,0.8505747126436781,3157.0,237.55367107780611,237.8645567602041,237.96121651785714,74.0,86.0,76.0,247.0,247.0,249.0,1.0
1137,1.0866141732283465,7129.5,223.52598852040816,222.63016183035714,223.35401387117346,59.0,57.0,59.0,244.0,244.0,244.0,1.0
1138,0.9647058823529412,2168.5,226.91515864158163,226.4166932397959,227.01293447066325,72.0,69.0,73.0,235.0,235.0,235.0,0.0
1139,1.1176470588235294,3790.5,215.2861328125,212.89445153061226,214.3349609375,100.0,55.0,82.0,224.0,224.0,224.0,4.0
1140,1.4180327868852458,9885.5,211.27790178571428,208.87647480867346,210.96310985331633,49.0,44.0,49.0,234.0,234.0,235.0,3.0
1141,0.9384615384615385,8296.0,220.68130181760205,215.70750956632654,219.9187460140306,53.0,52.0,57.0,241.0,241.0,242.0,2.0
1142,0.8791946308724832,9238.0,225.56531010841837,219.29649633290816,224.77694515306123,51.0,49.0,56.0,247.0,247.0,248.0,2.0
